title,description,category,price_type,price,age_range,address,latitude,longitude,image_url,image_source,date,time,phone,website,has_deal,deal_description,deal_expiry,tags,metro_area,schema_version
D'Amico & Sons Wayzata - Sunday Kids Eat Free,Italian restaurant. Kids 10 and under eat free Sunday after 2:00 PM with adult purchase. Family-friendly dining.,meal_deals,Paid,Kids free with adult meal,0-10,"810 E Lake St, Wayzata, MN 55391",44.968544,-93.508983,https://images.pexels.com/photos/12557597/pexels-photo-12557597.jpeg,curated_category,,After 2:00 PM Sundays,,https://damicoandsons.com/,True,Italian restaurant. Kids 10 and under eat free Sunday after 2:00 PM with adult purchase. Family-friendly dining.,,"kids eat free,italian,sunday special,family dining","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Solos Pizza Cafe - Eagan Kids Deal,"Free kids pizza (cheese, sausage or pepperoni) with purchase of adult entree.",meal_deals,Varies,free with adult purchase,0-13,"1270 Promenade Place, Eagan, MN 55121",44.834308,-93.153724,https://images.pexels.com/photos/12557597/pexels-photo-12557597.jpeg,curated_category,,restaurant hours,,https://www.solosgroup.com/,True,"Free kids pizza (cheese, sausage or pepperoni) with purchase of adult entree.",,"pizza,kids eat free,daily","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Texas Roadhouse Apple Valley,Kid-friendly steakhouse with kids menu; free kids meals on select nights with paid adult entree.,meal_deals,Free,,All ages,"5545 157th St W, Apple Valley, MN 55124",44.720993,-93.188411,https://images.pexels.com/photos/17429503/pexels-photo-17429503.jpeg,curated_category,,weekday evenings,,https://www.texasroadhouse.com/,True,Kid-friendly steakhouse with kids menu; free kids meals on select nights with paid adult entree.,,"steakhouse,kids eat free,family","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Boulevard Bar & Grille,Restaurant and bar,meal_deals,Free,0,12 & under,"3395 Coon Rapids Blvd, Coon Rapids, MN",45.17852,-93.35336,https://images.pexels.com/photos/33858065/pexels-photo-33858065.jpeg,curated,,4-9pm,,https://boulevardbarmn.com,True,Kids 12 and under eat free on Sundays with paid adult meal (1 per adult),,"kids-eat-free,recurring,sunday,coon-rapids","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Barley & Vine Kitchen,Restaurant and bar,meal_deals,Free,0,12 & under,"17516 Dodd Blvd, Lakeville, MN",44.69461,-93.21601,https://images.pexels.com/photos/28442529/pexels-photo-28442529.jpeg,curated_category,,2pm-close,,https://barleyandvinekitchen.com,True,Kids 12 and under eat free on Sundays with one free meal per adult entrée,,"kids-eat-free,recurring,sunday,lakeville","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Lucy's Burgers,Burger restaurant,meal_deals,Free,0,kids,"1190 County Rd J, White Bear Township, MN",45.09356,-93.04806,https://images.pexels.com/photos/12557597/pexels-photo-12557597.jpeg,curated_category,,5-8pm,,https://lucysburgers.com,True,One child free per paying adult on Mondays,,"kids-eat-free,recurring,monday,white-bear-township","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Culver's (Multiple Twin Cities Locations),"Free frozen custard with every kids meal purchase, available daily.",meal_deals,Varies,,Kids,"Multiple Twin Cities locations, MN",45.23844,-93.66416,https://images.pexels.com/photos/12557597/pexels-photo-12557597.jpeg,curated_category,,,,https://culvers.com,True,"Free frozen custard with kids meal purchase, daily",,"family-dining,kids-menu,dessert,recurring,daily,twin-cities","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Tavern On The Hill,Kids eat free with purchase of adult entrée on Tuesdays in Duluth.,meal_deals,Free,,Kids,"Off Woodland Avenue, Duluth, MN",46.7838287,-92.1052679,https://images.pexels.com/photos/28442529/pexels-photo-28442529.jpeg,curated_category,,,,https://tavernduluth.com,True,Kids eat free with purchase of adult entrée on Tuesdays,,"family-dining,kids-eat-free,recurring,tuesday,duluth","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Maya Family Mexican Restaurant,One complimentary kids meal per adult purchase on Sundays.,meal_deals,Free,,Kids,"Hermantown, MN",46.806885,-92.238246,https://images.pexels.com/photos/28442529/pexels-photo-28442529.jpeg,curated_category,,,,https://mexicanmaya.com,True,One complimentary kids meal per adult purchase on Sundays,,"family-dining,kids-eat-free,mexican,recurring,sunday,duluth","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Bennett's Chop & Railhouse - Sunday Kids Eat Free,Kids 10 and under eat free on Sundays,meal_deals,Free,$,10 and under,"St. Paul, MN",44.9497487,-93.0931028,https://images.pexels.com/photos/37118296/pexels-photo-37118296.jpeg,curated,,,,https://www.bennettschopandrailhouse.com,True,Kids 10 and under eat free on Sundays with adult entrée purchase,,"kids-eat-free,sunday,st-paul","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Boulevard Bar & Grill - Sunday Kids Eat Free,Kids 12 and under eat free Sunday 4-9pm from kids menu,meal_deals,Free,$,12 and under,"Coon Rapids, MN",45.1728923,-93.3023898,https://images.pexels.com/photos/33858065/pexels-photo-33858065.jpeg,curated,,4pm-9pm,,https://www.boulevardbarmn.com,True,One free kid's meal per paid adult Sunday 4-9pm from kids menu,,"kids-eat-free,sunday,coon-rapids,north-metro","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Celts Craft House - Sunday Kids Eat Free,Kids eat free on Sundays with adult entrée purchase,meal_deals,Free,$,all ages,"Apple Valley, MN",44.7319094,-93.21772,https://popmenucloud.com/cdn-cgi/image/width%3D2880%2Cheight%3D2880%2Cfit%3Dscale-down%2Cformat%3Dauto%2Cquality%3D60/npvgbcjr/26d715ab-c6d0-40f8-b1e0-1bf6feb281b7.jpg,curated,,,,https://www.celtscrafthouse.com,True,One free kid's meal per adult entrée purchase on Sunday,,"kids-eat-free,sunday,apple-valley,south-metro","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Gabe's Bar & Kitchen - Sunday Kids Eat Free,Kids eat free Sunday 10am-2pm from kids menu,meal_deals,Free,$,all ages,"St. Paul, MN",44.9497487,-93.0931028,https://images.pexels.com/photos/28442529/pexels-photo-28442529.jpeg,curated_category,,10am-2pm,,https://www.gabesmn.com,True,Kids eat free from kids menu on Sunday 10am-2pm,,"kids-eat-free,sunday,st-paul","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
McHugh's Public House - Sunday Kids Eat Free,Kids eat free Sunday with adult meal purchase,meal_deals,Free,$,all ages,"Savage, MN",44.7779041,-93.3356204,https://mchughspublichouse.com/wp-content/uploads/2018/07/June2016_CP-27.jpg,curated,,,,https://www.mchughspublichouse.com,True,Kids eat free on Sunday with purchase of adult meal,,"kids-eat-free,sunday,savage,south-metro","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
The Melting Pot - Sunday Kids Eat Free,One free $9.95 child entrée with adult 4-course dinner on Sunday,meal_deals,Free,$,all ages,"Minneapolis, MN",44.9772995,-93.2654692,https://images.pexels.com/photos/37593659/pexels-photo-37593659.jpeg,curated,,,,https://www.meltingpot.com,True,One complimentary $9.95 child entrée with adult 4-course dinner purchase on Sunday,,"kids-eat-free,sunday,minneapolis","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
The Nook - Sunday Kids Eat Free,Kids eat free from kids menu Sunday 4-9pm,meal_deals,Free,$,all ages,"St. Paul, MN",44.9497487,-93.0931028,https://images.squarespace-cdn.com/content/v1/5eb3f58dcc1f816f9d231244/1600266740650-IYZLZUA5E6Y96DYGVCAC/image-asset.jpeg,curated,,4pm-9pm,,https://www.crnook.com,True,One child per paying adult eats free from kids menu Sunday 4-9pm,,"kids-eat-free,sunday,st-paul","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
The Patty Wagon - Sunday Kids Eat Free,Kids eat free every Sunday with adult entree purchase,meal_deals,Free,$,all ages,"Minneapolis, MN",44.9772995,-93.2654692,https://images.pexels.com/photos/28442529/pexels-photo-28442529.jpeg,curated_category,,,,https://www.thepattywagonmn.com,True,One kid meal per adult entrée purchase every Sunday,,"kids-eat-free,sunday,minneapolis","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Shamrocks - Sunday Kids Eat Free,Kids eat free from kids menu Sunday 4-9pm,meal_deals,Free,$,all ages,"St. Paul, MN",44.9497487,-93.0931028,https://images.pexels.com/photos/28442529/pexels-photo-28442529.jpeg,curated_category,,4pm-9pm,,https://www.crshamrocks.com,True,One child per paying adult eats free from kids menu Sunday 4-9pm,,"kids-eat-free,sunday,st-paul","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Sunshine Factory - Sunday Kids Eat Free,Kids eat free Sunday with adult meal purchase,meal_deals,Free,$,all ages,"Plymouth, MN",45.00651,-93.46651,https://images.pexels.com/photos/5990494/pexels-photo-5990494.jpeg,curated_category,,,,https://www.esunshinefactory.com,True,1 meal per paid adult entrée on Sunday,,"kids-eat-free,sunday,plymouth,north-metro","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Andiamo Italian Ristorante - Monday Kids Eat Free,Kids eat free on Monday with adult entrée purchase,meal_deals,Free,$,all ages,"Twin Cities, MN",44.9863418,-93.1794451,https://images.pexels.com/photos/27866922/pexels-photo-27866922.jpeg,curated,,,,https://www.andiamomn.com,True,"Kids eat free with purchase of adult entrée, pizza, pasta, or salad on Monday",,"kids-eat-free,monday","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Crave - Monday Kids Eat Free,Free kid's meal with adult entrée purchase starting January 19 2026,meal_deals,Free,$,all ages,"Twin Cities, MN",44.9863418,-93.1794451,https://www.minneapolis.org/imager/files_idss_com/C15/37476e76-09f7-4568-ad62-9c8521ea3db0/237437ce-6e77-4a09-9c44-67da76bad0f0_e45adf5f6bc0c5c2a30a39868f44eab6.jpg,curated,,,,https://www.craveamerica.com,True,One free kid's meal with full-price adult entrée on Monday,,"kids-eat-free,monday","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Patrick's Bakery & Café - Tuesday Kids Eat Free,Kids eat free Tuesday 5:30pm-close with entrée purchase,meal_deals,Free,$,all ages,"Twin Cities, MN",44.9863418,-93.1794451,https://images.pexels.com/photos/28442529/pexels-photo-28442529.jpeg,curated_category,,5:30pm-close,,https://www.patricksbakerycafe.com,True,Kids eat free every Tuesday 5:30pm-close with any entrée purchase,,"kids-eat-free,tuesday","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Smashburger - Wednesday Kids Eat Free,Free kids meal with adult meal purchase,meal_deals,Free,$,all ages,"Twin Cities, MN",44.9863418,-93.1794451,https://sbprod-web-assets.s3.us-west-2.amazonaws.com/smashburger_location_a4272b5091_2f65ccac14.jpg,curated,,,,https://smashburger.com,True,"Kids eat free every Wednesday at participating locations with adult meal (entrée, side, drink) purchase",,"kids-eat-free,wednesday,burger","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
MOD Pizza - Weekday Kids Eat Free,Free kids meal with MOD-size pizza or salad purchase with code KEF2026,meal_deals,Free,$,12 and under,"Multiple Twin Cities locations, MN",,,https://images.pexels.com/photos/5990494/pexels-photo-5990494.jpeg,curated_category,,,,https://modpizza.com,True,Free kids meal for kids 12 and under with MOD-size pizza or salad purchase using code KEF2026 at checkout on Sundays through Dec 27,2026-12-27,"kids-eat-free,sunday,pizza","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
White Castle - Sunday Kids Eat Free,Free kid's meal 4-8pm Sunday with $4+ adult meal,meal_deals,Free,$,all ages,"Twin Cities locations, MN",44.965456,-93.263339,https://images.pexels.com/photos/6068717/pexels-photo-6068717.jpeg,curated_category,,4pm-8pm,,https://www.whitecastle.com/,True,Free kid's meal Sunday 4-8pm with adult meal of $4 or more,,"kids-eat-free,sunday,burger","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Dickey's Barbecue Pit - Sunday Kids Eat Free,Kids eat free every Sunday with $15+ adult entrée,meal_deals,Free,$,all ages,"Twin Cities, MN",44.9863418,-93.1794451,https://images.pexels.com/photos/2014938/pexels-photo-2014938.jpeg,curated,,,,https://dickeys.com,True,Kids eat free every Sunday with $15 or more adult entrée purchase,,"kids-eat-free,sunday","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Culver's - Daily Free Frozen Custard,Kids 12 and under get free frozen custard with kids meal purchase daily,meal_deals,Free,$,12 and under,"Twin Cities locations, MN",44.965456,-93.263339,https://images.pexels.com/photos/38081727/pexels-photo-38081727.jpeg,curated_category,,,,https://culvers.com,True,Kids 12 and under get free frozen custard with kids meal purchase daily,,"kids-eat-free,dessert,ice-cream","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Pizza Ranch - Multiple Minnesota Locations,"Family pizza buffet with chicken, salads and sides",meal_deals,Varies,Free kid buffet w/ adult buffet purchase,Kids 12 & under,,,,https://images.pexels.com/photos/12557597/pexels-photo-12557597.jpeg,curated_category,,Tuesdays,,https://pizzaranch.com/deals-and-coupons/kids-eat-free,True,"Free kid's buffet with each adult buffet purchase on Tuesdays, ages 12 & under",,"pizza,kids-eat-free,family-dining,buffet,budget,tuesday-special,statewide","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Pizza Ranch - Shakopee,Family pizza buffet with arcade,meal_deals,Varies,Free kid buffet w/ adult buffet,Kids 12 & under,"1266 Vierling Drive East, Shakopee, MN 55379",44.7795615,-93.5069738,https://images.pexels.com/photos/12557597/pexels-photo-12557597.jpeg,curated_category,,Tuesdays,,https://pizzaranch.com/,True,Free kid's buffet with adult buffet purchase on Tuesdays,,"shakopee,kids-eat-free,pizza,family-dining,budget,tuesday-special","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Lone Spur Grill and Bar,Casual grill and bar with steaks and burgers,meal_deals,Varies,Kids eat free w/ adult purchase,Kids 10 & under,"11032 Cedar Lake Road, Minnetonka, MN 55305",44.953277,-93.417282,https://images.pexels.com/photos/33858065/pexels-photo-33858065.jpeg,curated,,Tuesdays & Sundays 11am-10pm,,https://lonespur.froogleonline.io/,True,Kids 10 & under eat free with paid adult meal on Tuesdays and Sundays,,"minnetonka,kids-eat-free,family-dining,grill,budget","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Casper & Runyon's Nook - St Paul,Classic Minnesota nook with comfort food,meal_deals,Varies,Kids eat free w/ adult entree,All ages,,44.949749,-93.093103,https://images.pexels.com/photos/12557597/pexels-photo-12557597.jpeg,curated_category,,Sundays 4-9pm,,https://www.visitsaintpaul.com/directory/caspers-runyons-nook/,True,Kids eat free on Sundays 4-9pm with one adult entrée purchase,,"st-paul,kids-eat-free,family-dining,budget,sunday-special","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
The Melting Pot - Minneapolis,Interactive fondue dining experience,meal_deals,Varies,Free kids entree plate w/ adult 4-course,Kids,,44.977300,-93.265469,https://images.pexels.com/photos/37593659/pexels-photo-37593659.jpeg,curated,,Sundays,,https://www.meltingpot.com/,True,One complimentary $9.95 child's entrée with each adult 4-course fondue dinner on Sundays,,"minneapolis,kids-eat-free,family-dining,fondue,budget,sunday-special","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Mill Valley Kitchen - St Louis Park,Contemporary dining with farm-to-table approach,meal_deals,Varies,Kids eat free or $5 kids meal,Up to 2 kids,,44.947573,-93.356902,https://images.pexels.com/photos/6068717/pexels-photo-6068717.jpeg,curated_category,,Sundays 4-8pm (or $5 after 3pm),,https://www.millvalleykitchen.com/,True,"Up to 2 kids eat free per adult on Sundays 4-8pm, or $5 kids meals after 3pm",,"st-louis-park,kids-eat-free,family-dining,budget,sunday-special","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Sunshine Factory - Plymouth,Family restaurant with casual dining,meal_deals,Varies,Kids eat free w/ adult entree,All ages,,45.006515,-93.466510,https://images.pexels.com/photos/6068717/pexels-photo-6068717.jpeg,curated_category,,Sundays,,https://esunshinefactory.com/,True,One kid's meal free per paid adult entrée on Sundays,,"plymouth,kids-eat-free,family-dining,budget,sunday-special","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Shamrocks - St Paul,Irish pub with casual dining,meal_deals,Varies,Kids eat free 4-9pm,All ages,,44.949749,-93.093103,https://images.pexels.com/photos/17429503/pexels-photo-17429503.jpeg,curated_category,,Sundays 4-9pm,,https://www.crshamrocks.com/,True,One child eats free per paying adult on Sundays 4-9pm,,"st-paul,kids-eat-free,family-dining,budget,sunday-special","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Bennett's Chop & Railhouse - St Paul,Steakhouse with full bar,meal_deals,Varies,Kids eat free Sunday,Kids 10 & under,,44.949749,-93.093103,https://images.pexels.com/photos/37118296/pexels-photo-37118296.jpeg,curated,,Sundays,,https://www.bennettschopandrailhouse.com,True,Kids 10 & under eat free on Sundays with adult meal purchase,,"st-paul,kids-eat-free,family-dining,steakhouse,budget,sunday-special","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Patrick's Bakery & Cafe - Edina,Bakery and cafe with fresh-baked goods,meal_deals,Varies,Kids eat free w/ adult entree,All ages,,44.889703,-93.350122,https://images.pexels.com/photos/21370021/pexels-photo-21370021.jpeg,curated_category,,Tuesdays 5:30pm-close,,,True,"Kids eat free with any entrée purchase on Tuesdays 5:30pm-close, meal of equal or lesser value",,"edina,kids-eat-free,family-dining,bakery,budget,tuesday-special","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Space Aliens Grill & Bar - Albertville,Pizza and grill with arcade games,meal_deals,Varies,Special pizza deal Tuesday,All ages,,45.234709,-93.664220,https://images.pexels.com/photos/33858065/pexels-photo-33858065.jpeg,curated,,Tuesdays,,,True,"Special pizza deal on Tuesdays, dine-in only",,"albertville,pizza,family-dining,budget,tuesday-special","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Cedar & Stone - Mall of America,Contemporary American at MOA,meal_deals,Varies,Toddler meal free,Kids 6 & under,"Mall of America, Bloomington, MN",44.8550204,-93.2421195,https://images.pexels.com/photos/17429503/pexels-photo-17429503.jpeg,curated_category,,Tuesdays,,https://www.cedarandstoneurbantable.com/,True,Toddler Tuesdays - kids 6 & under eat free with adult purchase,,"bloomington,kids-eat-free,family-dining,budget,tuesday-special","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Margaritaville - Mall of America,Caribbean casual dining at MOA,meal_deals,Varies,Toddler meal free,Kids 6 & under,"Mall of America, Bloomington, MN",44.8550204,-93.2421195,https://images.pexels.com/photos/38081727/pexels-photo-38081727.jpeg,curated_category,,Tuesdays,,https://www.margaritaville.com/,True,Toddler Tuesdays - kids 6 & under eat free with adult purchase at MOA,,"bloomington,kids-eat-free,family-dining,budget,tuesday-special","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
The Patty Wagon - Minneapolis,Casual burger and fries spot,meal_deals,Varies,Kids meal free w/ adult purchase,All ages,,44.977300,-93.265469,https://images.pexels.com/photos/38081727/pexels-photo-38081727.jpeg,curated_category,,Daily,,,True,Kids eat free all day with adult entrée purchase,,"minneapolis,kids-eat-free,burgers,family-dining,budget","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Gabe's Bar & Kitchen - St Paul,Bar and kitchen casual dining,meal_deals,Varies,Kids eat free morning,All ages,,44.949749,-93.093103,https://images.pexels.com/photos/5990494/pexels-photo-5990494.jpeg,curated_category,,Sundays 10am-2pm,,,True,Kids eat free on Sundays from 10am-2pm,,"st-paul,kids-eat-free,family-dining,budget,sunday-special","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Celts Craft House - Apple Valley,Craft beer bar with casual dining,meal_deals,Varies,One free kids meal w/ adult entree,All ages,,44.731909,-93.217720,https://popmenucloud.com/cdn-cgi/image/width%3D2880%2Cheight%3D2880%2Cfit%3Dscale-down%2Cformat%3Dauto%2Cquality%3D60/npvgbcjr/26d715ab-c6d0-40f8-b1e0-1bf6feb281b7.jpg,curated,,Sundays,,,True,"One free kids meal per adult entrée on Sundays, also Family Fun Night Tuesdays",,"apple-valley,kids-eat-free,family-dining,budget,sunday-special","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Jersey's Bar & Grill - Inver Grove Heights,Bar and grill with casual dining,meal_deals,Varies,Kids meal w/ adult purchase,All ages,,44.847904,-93.042812,https://images.pexels.com/photos/33858065/pexels-photo-33858065.jpeg,curated,,Thursdays,,,True,Kids eat free on Thursdays with adult meal purchase,,"inver-grove-heights,kids-eat-free,family-dining,budget,thursday-special","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
CRAVE American Kitchen & Sushi Bar - Edina,Contemporary American and sushi,meal_deals,Varies,One free kids meal w/ adult purchase,Kids 12 & under,,44.889703,-93.350122,https://www.minneapolis.org/imager/files_idss_com/C15/37476e76-09f7-4568-ad62-9c8521ea3db0/237437ce-6e77-4a09-9c44-67da76bad0f0_e45adf5f6bc0c5c2a30a39868f44eab6.jpg,curated,,Mondays,,https://craveamerica.com/,True,"One free kid's meal with adult purchase on Mondays, ages 12 & under, additional kids meals 50% off",,"edina,kids-eat-free,family-dining,budget,monday-special","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
CRAVE American Kitchen & Sushi Bar - Woodbury,Contemporary American and sushi,meal_deals,Varies,Kids eat free Sunday happy hour,Kids,,44.919896,-92.933945,https://www.minneapolis.org/imager/files_idss_com/C15/37476e76-09f7-4568-ad62-9c8521ea3db0/237437ce-6e77-4a09-9c44-67da76bad0f0_e45adf5f6bc0c5c2a30a39868f44eab6.jpg,curated,,Sundays all day,,https://craveamerica.com/,True,Sunday happy hour all day with kids eat free off kids menu at Woodbury location,,"woodbury,kids-eat-free,family-dining,budget,sunday-special","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Q-Cumbers - Edina,Casual dining with buffet,meal_deals,Varies,Kids buffet $0.99 w/ adult buffet,Ages 3-12,"7465 France Avenue South, Edina, MN",44.867284,-93.326574,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/8e/07/2a/20160816-124411-largejpg.jpg,curated,,Mondays,,https://www.qcumbers.com/,True,Monday Night Buffet - two children ages 3-12 eat for $0.99 each per paid adult,,"edina,budget,family-dining,buffet,monday-special","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Hope Breakfast Bar - Woodbury,Breakfast and brunch spot,meal_deals,Varies,Kids eat free w/ adult meal,All ages,,44.919896,-92.933945,https://images.squarespace-cdn.com/content/v1/5d23e218795d4d000192a159/13fd1d64-a4cf-4f38-a404-cd619fb577ce/Hope-Breakfast-Bar-06242021_123702.jpg,curated,,Tuesdays,,https://www.hopebreakfast.com/,True,Kids eat free on Tuesdays with adult meal purchase,,"woodbury,kids-eat-free,breakfast,family-dining,budget,tuesday-special","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Masu Sushi & Robata - Mall of America,Japanese sushi and robata at MOA,meal_deals,Varies,Toddler meal free,Kids 6 & under,"Mall of America, Bloomington, MN",44.8550204,-93.2421195,https://images.pexels.com/photos/21370021/pexels-photo-21370021.jpeg,curated_category,,Tuesdays,,https://www.masusushi.com/,True,Toddler Tuesdays - one free kids meal per adult entrée at lunch or dinner,,"bloomington,kids-eat-free,japanese,family-dining,budget,tuesday-special","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
